utt_0000 | U do‘kondan non sotib oldi. | u do‘kondan non sotib oldi.
utt_3652 | Qayd etilishicha: O‘zbekiston Respublikasi prezidentining “Fuqarolarning o‘zini o‘zi boshqarish organlari xodimlarining malakasini oshirish bo‘yicha o‘quv kurslarini tashkil etish to‘g‘risida” 2013 yil 10 oktyabrdagi PQ-2050-son qaroriga muvofiq Qoraqalpog‘iston Respublikasi Vazirlar Kengashi, viloyatlar va Toshkent shahar hokimliklari huzurida davlat ta'lim muassasasi shaklida fuqarolarning o‘zini o‘zi boshqarish organlari xodimlarining malakasini oshirish bo‘yicha o‘quv kurslari tashkil etilgan; O‘zbekiston Respublikasi prezidentining “O‘zbekiston Respublikasi prezidenti huzuridagi Davlat boshqaruvi akademiyasining hududiy filiallarini tashkil etish to‘g‘risida” 2018 yil 6 avgustdagi PQ-3901-son qaroriga muvofiq O‘zbekiston Respublikasi prezidenti huzuridagi Davlat boshqaruvi akademiyasining hududiy filiallarida joylardagi davlat va jamiyat boshqaruvi sohasidagi rahbar kadrlarning malakasini oshirish kurslari tashkil etilgan. | qayd etilishicha: o‘zbekiston respublikasi prezidentining “fuqarolarning o‘zini o‘zi boshqarish organlari xodimlarining malakasini oshirish bo‘yicha o‘quv kurslarini tashkil etish to‘g‘risida” ikki ming oʻn uchinchi yil oʻn oktyabrdagi pq-ikki ming ellik sonli qaroriga muvofiq qoraqalpog‘iston respublikasi vazirlar kengashi, viloyatlar va toshkent shahar hokimliklari huzurida davlat taʻlim muassasasi shaklida fuqarolarning o‘zini o‘zi boshqarish organlari xodimlarining malakasini oshirish bo‘yicha o‘quv kurslari tashkil etilgan; o‘zbekiston respublikasi prezidentining “o‘zbekiston respublikasi prezidenti huzuridagi davlat boshqaruvi akademiyasining hududiy filiallarini tashkil etish to‘g‘risida” ikki ming oʻn sakkizinchi yil olti avgustdagi pq-uch ming toʻqqiz yuz bir sonli qaroriga muvofiq o‘zbekiston respublikasi prezidenti huzuridagi davlat boshqaruvi akademiyasining hududiy filiallarida joylardagi davlat va jamiyat boshqaruvi sohasidagi rahbar kadrlarning malakasini oshirish kurslari tashkil etilgan.
utt_3653 | O‘zbekiston Respublikasi prezidenti huzuridagi Davlat boshqaruvi akademiyasi va Fuqarolarning o‘zini o‘zi boshqarish organlari faoliyatini muvofiqlashtirish bo‘yicha respublika kengashi hokimlar va fuqarolar yig‘ini raislari (oqsoqollari) uchun malaka oshirish kurslarining ta'lim dasturlariga huquqshunoslikka oid o‘quv soatlari ajratilishini ta'minlaydi. | o‘zbekiston respublikasi prezidenti huzuridagi davlat boshqaruvi akademiyasi va fuqarolarning o‘zini o‘zi boshqarish organlari faoliyatini muvofiqlashtirish bo‘yicha respublika kengashi hokimlar va fuqarolar yig‘ini raislari (oqsoqollari) uchun malaka oshirish kurslarining taʻlim dasturlariga huquqshunoslikka oid o‘quv soatlari ajratilishini taʻminlaydi.
utt_3654 | ikki ming o'n to'qqizinchi yil 1 | ikki ming oʻn toʻqqizinchi yil bir.
utt_3655 | Bu O‘zbekiston Prezidentining 22-noyabrda imzolagan farmonida belgilangan, deb yozmoqda “Gazeta.uz”. | bu o‘zbekiston prezidentining yigirma ikkinchi noyabrda imzolagan farmonida belgilangan, deb yozmoqda “gazeta.uz”.
utt_3656 | Shu sanadan boshlab aholi joriy oy uchun chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha to‘lovlarni keyingi oyning 10-sanasidan kechiktirmay to‘lashga majbur. | shu sanadan boshlab aholi joriy oy uchun chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha to‘lovlarni keyingi oyning oʻn-sanasidan kechiktirmay to‘lashga majbur.
utt_3657 | Mablag‘lar yagona tranzit bank hisobraqamiga kelib tushadi va undan keyin Qoraqalpog‘iston Vazirlar Kengashi, viloyatlar va Toshkent shahar hokimiyatlarining maxsus g‘aznachilik hisobraqamiga o‘tkaziladi. | mablag‘lar yagona tranzit bank hisobraqamiga kelib tushadi va undan keyin qoraqalpog‘iston vazirlar kengashi, viloyatlar va toshkent shahar hokimiyatlarining maxsus g‘aznachilik hisobraqamiga o‘tkaziladi.
utt_3658 | Bu hokimiyat organlari qattiq maishiy chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha xizmat ko‘rsatuvchi tashkilotlarning xizmati uchun haq to‘laydi. | bu hokimiyat organlari qattiq maishiy chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha xizmat ko‘rsatuvchi tashkilotlarning xizmati uchun haq to‘laydi.
utt_3659 | Farmonga muvofiq, 1-yanvardan boshlab yuridik shaxslar va yakka tartibdagi tadbirkorlar xizmat ko‘rsatuvchi tashkilotlarga kelishuv asosida chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha oldindan 100 foiz to‘lovni amalga oshirishi kerak. | farmonga muvofiq, birinchi yanvardan boshlab yuridik shaxslar va yakka tartibdagi tadbirkorlar xizmat ko‘rsatuvchi tashkilotlarga kelishuv asosida chiqindilarni yig‘ish va olib chiqib ketish bo‘yicha oldindan bir yuz foiz to‘lovni amalga oshirishi kerak.
utt_3660 | Jismoniy shaxslardan qarzdorlikni undirish to‘g‘risidagi sudlarga ariza to‘lovlar olti oy davomida amalga oshirilmagan taqdirda Ekologiya va atrof-muhitni muhofaza qilish davlat qo‘mitasining hududiy organlari tomonidan kiritiladi. | jismoniy shaxslardan qarzdorlikni undirish to‘g‘risidagi sudlarga ariza to‘lovlar olti oy davomida amalga oshirilmagan taqdirda ekologiya va atrof-muhitni muhofaza qilish davlat qo‘mitasining hududiy organlari tomonidan kiritiladi.
utt_3661 | Ekologiya va atrof-muhitni muhofaza qilish davlat qo‘mitasining hududiy organlari qoshida sanitariya tozalash xizmatlarini tashkil qilish bo‘yicha markazlar tuziladi. | ekologiya va atrof-muhitni muhofaza qilish davlat qo‘mitasining hududiy organlari qoshida sanitariya tozalash xizmatlarini tashkil qilish bo‘yicha markazlar tuziladi.
utt_3662 | Har bir tuman va shaharga mazkur markazning mutaxassisi biriktiriladi. | har bir tuman va shaharga mazkur markazning mutaxassisi biriktiriladi.
utt_3663 | ikki ming o'n sakkizinchi yilning 1 | ikki ming oʻn sakkizinchi yilning bir.
utt_3664 | (ismli ayol) IIBga murojaat qilib, unda shu yil 30-noyabr kuni 2 noma’lum qiz “Oybek” MFYda uning birga yashovchi 7 yoshli qizining qulog‘idagi bir juft ziraklarini yechib, olib ketganliklarini ma’lum qilgan, deya xabar berdi IIV Jamoatchilik va ommaviy axborot vositalari bilan aloqalar boshqarmasi. | (ismli ayol) iibga murojaat qilib, unda shu yil oʻttizinchi noyabr kuni ikki nomaʻlum qiz “oybek” mfyda uning birga yashovchi yetti yoshli qizining qulog‘idagi bir juft ziraklarini yechib, olib ketganliklarini maʻlum qilgan, deya xabar berdi iiv jamoatchilik va ommaviy axborot vositalari bilan aloqalar boshqarmasi.
utt_3665 | Ko‘rilgan choralar natijasida ushbu jinoyatni Zafarobod tuman Iqtisod kasb-hunar kolleji 3-bosqich o‘quvchilari D.J. | ko‘rilgan choralar natijasida ushbu jinoyatni zafarobod tuman iqtisod kasb-hunar kolleji uch-bosqich o‘quvchilari d.j.
utt_3666 | va M.I. | va m.i.
utt_3667 | ismli qizlar sodir etganliklari aniqlanib, ushlanganlar. | ismli qizlar sodir etganliklari aniqlanib, ushlanganlar.
utt_3668 | Holat yuzasidan jinoyat ishi qo‘zg‘atilib, tergov harakatlari olib borilmoqda. | holat yuzasidan jinoyat ishi qo‘zg‘atilib, tergov harakatlari olib borilmoqda.
utt_3669 | Toshkent shahri. | toshkent shahri.
utt_3670 | Havo biroz bulutli bo‘ladi, vaqti-vaqti bilan o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, vaqti-vaqti bilan o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3671 | Shamol sharqdan 5-10 m/s tezlikda esadi. | shamol sharqdan besh-oʻn m/s tezlikda esadi.
utt_3672 | Harorat kechasi 20-22 daraja, kunduzi 34-36 daraja issiq bo‘ladi. | harorat kechasi yigirma-yigirma ikki daraja, kunduzi oʻttiz toʻrt-oʻttiz olti daraja issiq bo‘ladi.
utt_3673 | Qoraqalpog‘iston Respublikasi va Xorazm viloyati. | qoraqalpog‘iston respublikasi va xorazm viloyati.
utt_3674 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3675 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3676 | Harorat kechasi 17-22 daraja iliq, kunduzi 33-38 daraja issiq bo‘ladi. | harorat kechasi oʻn yetti-yigirma ikki daraja iliq, kunduzi oʻttiz uch-oʻttiz sakkiz daraja issiq bo‘ladi.
utt_3677 | Buxoro va Navoiy viloyatlari. | buxoro va navoiy viloyatlari.
utt_3678 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3679 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3680 | Harorat kechasi 17-22 daraja iliq, kunduzi 33-38 daraja issiq bo‘ladi. | harorat kechasi oʻn yetti-yigirma ikki daraja iliq, kunduzi oʻttiz uch-oʻttiz sakkiz daraja issiq bo‘ladi.
utt_3681 | Toshkent, Samarqand, Jizzax va Sirdaryo viloyatlari. | toshkent, samarqand, jizzax va sirdaryo viloyatlari.
utt_3682 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3683 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3684 | Harorat kechasi 17-22 daraja iliq, kunduzi 32-37 daraja issiq bo‘ladi. | harorat kechasi oʻn yetti-yigirma ikki daraja iliq, kunduzi oʻttiz ikki-oʻttiz yetti daraja issiq bo‘ladi.
utt_3685 | Qashqadaryo va Surxondaryo viloyatlari. | qashqadaryo va surxondaryo viloyatlari.
utt_3686 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3687 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3688 | Harorat kechasi 19-24 daraja, kunduzi 33-38 daraja issiq bo‘ladi. | harorat kechasi oʻn toʻqqiz-yigirma toʻrt daraja, kunduzi oʻttiz uch-oʻttiz sakkiz daraja issiq bo‘ladi.
utt_3689 | Andijon, Namangan va Farg‘ona viloyatlari. | andijon, namangan va farg‘ona viloyatlari.
utt_3690 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, yog‘ingarchilik kutilmaydi.
utt_3691 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3692 | Harorat kechasi 15-20 daraja iliq, kunduzi 32-37 daraja issiq bo‘ladi. | harorat kechasi oʻn besh-yigirma daraja iliq, kunduzi oʻttiz ikki-oʻttiz yetti daraja issiq bo‘ladi.
utt_3693 | Respublikaning tog‘li hududlari. | respublikaning tog‘li hududlari.
utt_3694 | Havo biroz bulutli bo‘ladi, ba'zi joylarda o‘zgarib turadi, qisqa muddatli yomg‘ir yog‘ishi, momaqaldiroq bo‘lishi mumkin. | havo biroz bulutli bo‘ladi, baʻzi joylarda o‘zgarib turadi, qisqa muddatli yomg‘ir yog‘ishi, momaqaldiroq bo‘lishi mumkin.
utt_3695 | Shamol sharqdan 7-12 m/s tezlikda esadi, ba'zi joylarda 15-20 m/s gacha kuchayishi mumkin. | shamol sharqdan yetti-oʻn ikki m/s tezlikda esadi, baʻzi joylarda oʻn besh-yigirma m/s gacha kuchayishi mumkin.
utt_3696 | Harorat kechasi 12-17 daraja iliq, kunduzi 23-28 daraja issiq bo‘ladi. | harorat kechasi oʻn ikki-oʻn yetti daraja iliq, kunduzi yigirma uch-yigirma sakkiz daraja issiq bo‘ladi.
utt_3697 | Ma'lum qilinishicha, joriy yilda talabalar o‘qishini xorijiy davlatlardan O‘zbekistondagi davlat oliy ta'lim muassasalariga ko‘chirish bo‘yicha test sinovlari (kasbiy (ijodiy) imtihonlar esa OTM tomonidan) ilk bor Davlat test markazi tomonidan o‘tkazildi. | maʻlum qilinishicha, joriy yilda talabalar o‘qishini xorijiy davlatlardan o‘zbekistondagi davlat oliy taʻlim muassasalariga ko‘chirish bo‘yicha test sinovlari (kasbiy (ijodiy) imtihonlar esa otm tomonidan) ilk bor davlat test markazi tomonidan o‘tkazildi.
utt_3698 | Unda test sinovlarida ishtirok etishi belgilangan 87 486 nafar talabgordan 85 261 nafari ishtirok etgan. | unda test sinovlarida ishtirok etishi belgilangan sakson yetti toʻrt yuz sakson olti nafar talabgordan sakson besh ikki yuz oltmish bir nafari ishtirok etgan.
utt_3699 | Tegishli vazirlik va idoralar tomonidan o‘qishni ko‘chirish uchun minimal o‘tish balli ancha past belgilangan bo‘lsa-da, talabgorlarning 72 foizi mazkur minimal talabni bajara olmagan. | tegishli vazirlik va idoralar tomonidan o‘qishni ko‘chirish uchun minimal o‘tish balli ancha past belgilangan bo‘lsa-da, talabgorlarning yetmish ikki foizi mazkur minimal talabni bajara olmagan.
utt_3700 | “Aslini olganda, yoshlarimizning xorijdagi nufuzli OTMlarda tahsil olishi yaxshi. | aslini olganda, yoshlarimizning xorijdagi nufuzli otmlarda tahsil olishi yaxshi.
utt_3701 | Lekin maqsad xorijda ta'lim olib, o‘z sohasi bo‘yicha yetuk mutaxassis bo‘lish emas, balki qanday qilib bo‘lsa ham 1 yildan so‘ng o‘qishni O‘zbekistonga ko‘chirib olish bo‘ladigan bo‘lsa, bu endi yaxshi holat emas, albatta. | lekin maqsad xorijda taʻlim olib, o‘z sohasi bo‘yicha yetuk mutaxassis bo‘lish emas, balki qanday qilib bo‘lsa ham bir yildan so‘ng o‘qishni o‘zbekistonga ko‘chirib olish bo‘ladigan bo‘lsa, bu endi yaxshi holat emas, albatta.
utt_3702 | Hozir ko‘plab konsalting firmalar tomonidan 1 yildan so‘ng O‘zbekiston ko‘chirib berish va'da qilingan holda qo‘shni davlatlardagi OTMlarga hech qanday imtihonlarsiz o‘qishga kiritib qo‘yish taklif qilinmoqda. | hozir ko‘plab konsalting firmalar tomonidan bir yildan so‘ng o‘zbekiston ko‘chirib berish vaʻda qilingan holda qo‘shni davlatlardagi otmlarga hech qanday imtihonlarsiz o‘qishga kiritib qo‘yish taklif qilinmoqda.
utt_3703 | Hurmatli abituriyentlar va ularning ota-onalari! | hurmatli abituriyentlar va ularning ota-onalari!
utt_3704 | Hech qaysi firma talabalar o‘qishini xorijiy davlatlardan O‘zbekistondagi davlat oliy ta'lim muassasalariga ko‘chirishga oldindan kafolat bera olmaydi”, deyiladi DTM murojaatida. | hech qaysi firma talabalar o‘qishini xorijiy davlatlardan o‘zbekistondagi davlat oliy taʻlim muassasalariga ko‘chirishga oldindan kafolat bera olmaydi, deyiladi dtm murojaatida.
utt_3705 | Bildirilishicha, O‘zbekiston prezidentining 2021 yil 22 iyundagi PQ-5157-son qaroriga binoan barcha talabalar o‘qishni xorijdan O‘zbekistonga ko‘chirish uchun imtihon topshirishi va tizimida oliy ta'lim muassasalari bo‘lgan vazirlik va idoralar tomonidan belgilangan o‘tish ballini to‘plashi lozim. | bildirilishicha, o‘zbekiston prezidentining ikki ming yigirma birinchi yil yigirma ikki iyundagi pq-besh ming bir yuz ellik yetti sonli qaroriga binoan barcha talabalar o‘qishni xorijdan o‘zbekistonga ko‘chirish uchun imtihon topshirishi va tizimida oliy taʻlim muassasalari bo‘lgan vazirlik va idoralar tomonidan belgilangan o‘tish ballini to‘plashi lozim.
utt_3706 | Davlat test markazi asosiy maqsadi xorijda o‘qish emas, balki 1 yildan so‘ng o‘qishni O‘zbekistonga ko‘chirib olish bo‘lgan abituriyentlar va ularning ota-onalariga turli shaxslar va firmalarning 1 yildan so‘ng o‘qishni O‘zbekistonga ko‘chirib berish to‘g‘risidagi va'dalariga ishonmaslikni va o‘z bilimiga ishongan holda test sinovlariga puxta tayyorgarlik ko‘rishni tavsiya qilgan. | davlat test markazi asosiy maqsadi xorijda o‘qish emas, balki bir yildan so‘ng o‘qishni o‘zbekistonga ko‘chirib olish bo‘lgan abituriyentlar va ularning ota-onalariga turli shaxslar va firmalarning bir yildan so‘ng o‘qishni o‘zbekistonga ko‘chirib berish to‘g‘risidagi vaʻdalariga ishonmaslikni va o‘z bilimiga ishongan holda test sinovlariga puxta tayyorgarlik ko‘rishni tavsiya qilgan.
utt_3707 | O‘zbekistonda 30-iyul kuni koronavirusga qarshi 238 980 doza vaksina qo‘llanildi, deya xabar bermoqda Sog‘liqni saqlash vazirligi matbuot xizmati. | o‘zbekistonda oʻttizinchi iyul kuni koronavirusga qarshi ikki yuz oʻttiz sakkiz toʻqqiz yuz sakson doza vaksina qo‘llanildi, deya xabar bermoqda sog‘liqni saqlash vazirligi matbuot xizmati.
utt_3708 | Shundan 168 506 doza birinchi bosqichda, 48 959 doza ikkinchi bosqichda va 21 515 doza uchinchi bosqichda qo‘llanilgan. | shundan bir yuz oltmish sakkiz besh yuz olti doza birinchi bosqichda, qirq sakkiz toʻqqiz yuz ellik toʻqqiz doza ikkinchi bosqichda va yigirma bir besh yuz oʻn besh doza uchinchi bosqichda qo‘llanilgan.
utt_3709 | Ayni kungacha O‘zbekistonda jami 7 434 689 doza vaksinadan foydalanilgan bo‘lib, ularning 1 883 370 tasi ikkinchi dozada va 747 221 tasi uchinchi dozada qo‘llanilgan. | ayni kungacha o‘zbekistonda jami yetti toʻrt yuz oʻttiz toʻrt olti yuz sakson toʻqqiz doza vaksinadan foydalanilgan bo‘lib, ularning bir sakkiz yuz sakson uch uch yuz yetmish tasi ikkinchi dozada va yetti yuz qirq yetti ikki yuz yigirma bir tasi uchinchi dozada qo‘llanilgan.
utt_3710 | Emlash jarayoniga qamrab olingan jami aholi soni 4 803 098 nafarni, shu kungacha koronavirusga qarshi to‘liq emlab bo‘linganlar soni esa 1 192 413 nafarni tashkil qilmoqda. | emlash jarayoniga qamrab olingan jami aholi soni toʻrt sakkiz yuz uch toʻqson sakkiz nafarni, shu kungacha koronavirusga qarshi to‘liq emlab bo‘linganlar soni esa bir bir yuz toʻqson ikki toʻrt yuz oʻn uch nafarni tashkil qilmoqda.
utt_3711 | o'ttizinchi iyul kunidagi emlash ko‘rsatkichlari bo‘yicha yuqori o‘rinlarni: Jami emlashlar bo‘yicha yuqori ko‘rsatkichlar: Avvalroq O‘zbekistonga AQShdan koronavirusga qarshi 3 mln dozadan ortiq Moderna vaksinasi keltirilgani, COVAX doirasida O‘zbekistonga yana 660 ming doza AstraZeneca olib kelinishi to‘g‘risida xabar berilgandi. | oʻttizinchi iyul kunidagi emlash ko‘rsatkichlari bo‘yicha yuqori o‘rinlarni: jami emlashlar bo‘yicha yuqori ko‘rsatkichlar: avvalroq o‘zbekistonga aqshdan koronavirusga qarshi uch million dozadan ortiq moderna vaksinasi keltirilgani, covax doirasida o‘zbekistonga yana olti yuz oltmish ming doza astrazeneca olib kelinishi to‘g‘risida xabar berilgandi.
